제품 이름,평점,판매 회사,날짜,제목,내용
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,11번가,20.02.24.,최고예요,"[포토상품평 참여합니다] 서피스6 부터 계속 사고싶은 마음에 눈팅만 하다가 7 출시 이후에 일렉트로마트에서 실물 보고는 바로 11번가에서 주문했어요. 실물 보고나니 다들 왜 서피스 서피스 하는 지 알겠더라구요.. 저는 개인적으로 윈도우10 과 오피스365를 잘 이용하고 있어 마쏘 조합 써보고 싶어서 구매를 했고, 만족하며 사용 중입니다. 원드라이브 덕에 회사에서 하던 업무를 밖에서도 서피스로 잘 사용하고 있고 주로 한글이나 엑셀, 파워포인트 정도 사용하는 저에게는 불편한 없이 잘 구동 됩니다. 가끔 키보드 없이 손으로 터치하며 쓸 수 있는 점도 저에게는 너무 좋네요. 하나 아쉬운 점은 한글이나 엑셀 정도임에도 창을 여러개 띄우면 가끔 버벅이는 느낌이 드는건, 제가 너무 큰 기대를 했나 하는 생각도 드네요ㅠ 그래도 제가 컴퓨터로 많은 기능을 사용하는 사람은 아닌지라 성능적인 면도, 휴대성도, 디자인도 모두 만족하며 사용하고 있습니다. 가성비 라는 단어를 덮어두신다면 그래도 한번쯤 투자해볼만한 간지가 있지 않을까 싶습니다^^"
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),3,마이크로소프트 브랜드관,21.04.09.,한글파일과 PDF파일 호환때문에 선택했어요. 사과는... 말이 많아서 ..타블렛이랑 피시의 중간 쯤이라서 인터넷의 빠른 속도는 기대하시면 안되요. 빠른 속도를 원하신다면 이것말고,"한글파일과 PDF파일 호환때문에 선택했어요. 사과는... 말이 많아서 ..
타블렛이랑 피시의 중간 쯤이라서 인터넷의 빠른 속도는 기대하시면 안되요. 빠른 속도를 원하신다면 이것말고 노트북을 추천하고요 충전을 시키면서 사용하면 열이 엄청 발생합니다. 이것 때문에 팬으로 쓰고 있을 시에는 가끔 버벅임이 발생합니다. 액정을 끄면 열 발생은 줄어들고요.. 이 열이 필기할때 상당히 거슬려요. 액정 전체에서 열이 나거든요. 열만 발생하면 안쪽 부품들에서 약간의 과부화를 받는 듯한 느낌이 들어요 컴퓨터와 달리 쿨러가 없서 그런거같다란 생각을 해봅니다. 타블렛 모드로 PDF파일에 필기를 많이 하는데 필기하는 도중에 액정이 잠시 꺼졌다 켜지는 현상이 생깁니다. 필기중이라면... 언제나 저장을 누르는 습관을 기르는 것이 좋아요... ㅠㅠ 애써 써놓은 필기가 다 날라가요 ㅠㅠ 이런 현상이 생긴 후에 필기를 하려면 팬 인식이 좀 느리고, 필기속도와 인식속도의 차이가 발생하는데 4글자를 쓰고 있다면 한글자 반 정도 따라오는 속도고 이것도 다 따라오는지 확인을 해야되요 글자가 안써지는 경우도 생겨서 하지만 좀 안정되며 다시 멀쩡해집니다. 액정을 켜놓고 사용할때 원래 이렇게 열이 발생하는지 알 수가 없다만은 이 점만 빼면 너무나 좋은 타블렛이에요."
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),1,G마켓,20.11.08.,비추임,저렴하게ㅠ산것도 아닌듯..필요해서 한참검색해서 샀는데 믹상구매하고 나니 ㅣ마치사진상 노출되어 있는것이 구성품이고 플러스로 구성품을주는것처럼 홍보를 하고는 딱히불필요한 당연히 포함되어야할 충전기나사은품이랍시고...하...짜증낚여도 이렇게 낚이다니 초딩된것같고...인생사.허무타이걸 공정위에 신고할지말지 정말 고민했다는패키지 텃으니 반품도 안된다...이가격에 이리살거면 랩탑을 샀지 쓸때마다 일일이 마우스키보드...서피스펜...하....가격이나 저렴하면...그리고...이거머 ms꺼 산 다른이들말...누구는 기본으로 오피스다깔고 오드만...서비스차원으로..원칙너무따지지맙시다 다 사람사는세상인데..쿠팡보니 운영체제 얼마안하두만 이래저래 맘상해가격떨어진거보거 열받아 다른 타사상품들 막 딜뜨는거 보고 기가 차서...쇼핑귀찮은데 말도안되게 서피스7키보드 펜 마우스..아 구성품 맞추는것만 한참걸리고 배송은 더 걸리고 열은 더 받고 ms가 발전할지라도 귀사는 발전할지 어쩔지 모르겠
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),3,11번가,20.01.29.,보통이에요,"서피스 프로 X와 한참 고민하다가 국내 출시가 너무 늦어지고, 비용이나 범용성 등 고려해서 프로 7 으로 결정했습니다. 사용 약 2~3주 정도 되었는데, 국내 가격이 사악한것을 제외하면 정말 만족스럽습니다. 화면은 정말 좋습니다. 아이패드 프로 정도 말고는 이만한 화면을 찾기 힘들 것 같습니다. 성능도 뛰어나지만 역시 i5모델이 패시브 쿨링이라 고사양을 요구하는 작업은 어렵습니다. 다만 방열 설계가 잘 되어있는지 본래 목적인 오피스 작업에는 전혀 문제 없습니다. 서피스펜이나 자체 전후면 카메라, 마이크 등 세세한 부분들의 퀄리티 또한 멋집니다. 다만, 행여나 발생할 수 있는 워런티, 불량 등의 문제가 생길까 우려해서 맘 편하게 국내에서 샀지만 개인용은 워런티 연장도 불가능하고 외국처럼 번들로 할인해주는것도 전혀 없고 여러모로 안타깝습니다. 특히 부분 수리가 거의 불가능한 점을 고려했을때 말이죠."
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,11번가,20.01.15.,최고예요,"포토상품명 참가합니다! 고민 끝에 서피스프로7 구매 결정 후 검색 및 11번가 제품 확인 그리고 물품 배솜 그리고 수령까지 만 3일이 안된거 같습니다. 예상 했던 일정보다 일찍 수령해서 조금 당혹^^ 신경써 주셔서 감사합니다.제품의 포장은 충격에 견딜수 있게 충분히 보호되어 있었네요. 본론으로 넘어가서 서피스프로7의 외형은 남들의 시선을 끌기에 충분한 매력을 가졌네요. 시크하면서 고급진! 제가 원하는 외형이라 넘 만족합니다. 키보드의 색상은 본체와 색상을 맞출려고 플라티늄 색상을 선택했는데~음~왜 버건디가? 끌리는걸까요? 뭐 색상은 조금 미스인듯 싶지만, 타이핑 느낌은 장 시간 타이핑에도 문제 없을 정도의 느낌이네요. 화면을 on했을때 깔끔한 화면, 화질은 당근 좋구요. 단 필름을 붙이는것도 깔끔한 관린를 좋아하시는 분께는 정신건강에 도움이 될 듯 싶습니다. 발열은 없었고, 충전 시간또한 길지 않았습니다. 마지막으로 마이크로소프트 마우스를 주셨는데요. 서피스프로7과 정말 잘 어울립니다. 클릭 느낌도 좋구요."
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),1,마이크로소프트 전문관,20.08.07.,1잔고장이 있어요 ( as는 안되고 리퍼가능)2투인원이 장점인데 태블릿으로 쓰면 불편합니다 ( 터치가 잘안먹음 키보드가 늦게나옴)3휴대성 일반노트북>서피스>태블릿 정도,"1잔고장이 있어요 ( as는 안되고 리퍼가능)
2투인원이 장점인데 태블릿으로 쓰면 불편합니다
( 터치가 잘안먹음 키보드가 늦게나옴)
3휴대성 일반노트북>서피스>태블릿 정도 가늠하시길
4비쌈 노트북 태블릿 한개씩사도이거보다 저렴할수도
5악세서리 구매시 여기서 같이사면 다른곳보다 좀더 저렴합니다 ( 팁)
이외엔 다 좋아요 솔직히 별점3갠데 찾기 편하라고 1개드린거이에요 쓴지는3개월째입니다
서피스종류가 많은데 자신한테 좀더 맞는걸 잘아아보시길 바래요
비싸다고 생각되면 카페에서 중고로 좀더 저렴하게 구매가능하세요( 미개봉도 많음)
굳이 투인원 한다면 40만원대 저렴이 제품도 있어요
다들아시는 내용이겠지만 혹시 저처럼 세상물정 모르거나 기계치이신분들 참고하시라고 썼습니다."
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,11번가,20.02.04.,최고예요,"포토상품평 참여합니다. 서피스프로를 몇년 전부터 사고 싶었는데, 이번에 서피스프로7 나오고나서 서피스6와 고민하고 고민하다 7이 좋다는 결론을 내리고 구매하게 됐어요. 우선 성능적인 면에서 부족함이 없고 만족스럽습니다. 저는 무거운 그래픽 작업 등에는 필요하지 않고, 문서작업에만 사용할 계획인데 여러가지 프로그램을 동시에 사용하는 일이 많다보니 너무 사양이 안좋으면 느려지더라고요, 서피스7은 그럴일은 없을 것 같아요. 디자인은 최고입니다. 블랙을 살까 고민도 했지만 256기가가 가격이 센 것 같아 128로 구매하고 마이크로sd를 넣었어요! 아주 만족합니다! 서피스프로7에 아이스블루 타입커버도 잘어울려요!! 11번가에서 구매하신다면 꿀팁 알려드릴게요. 서피스프로7 태블릿만 구매하시고 별도로 타입커버와 서피스펜을 각각 넣으시면 할인권도 여러장 적용할 수 있어요!"
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),4,마이크로소프트 브랜드관,20.07.13.,배송이 엉망이네요. 상자 다 찌그러져서 왔구요. 문밖에서 뭔가 집어던지는 소리가 나길래 나가봤더니..박스가 이모양입니다. 걱정하며 꺼내서 사용해보니 겉보기에 이상은 없는것같아서 일,배송이 엉망이네요. 상자 다 찌그러져서 왔구요. 문밖에서 뭔가 집어던지는 소리가 나길래 나가봤더니..박스가 이모양입니다. 걱정하며 꺼내서 사용해보니 겉보기에 이상은 없는것같아서 일단 사용해봅니다. 그런데 엄청난 단점이 터치가 잘 안먹어요. 엄청 응답이 느리네요..어플같은거 열려면 두번 탭하는데 어떨땐 잘열리고 또 어떨땐 아무리 두드려도 응답이 없고...자판치려면 답답해서 속이 터져요..핸드폰이나 삼성 타블렛 터치감 생각하면 못쓸듯해요..그런데 드로잉펜을 따로 구매하여 써봤는데 그림은 부드럽게 잘그려지는거 보니까 두드리는 모션에만 그런것같기도 하구요. 원래 마이크로소프트 제품이 이런건지 모르겠지만 좀 후회되네요..제품에 이상이 있어서 그런건지 알려주시면 좋겠네요.
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,마이크로소프트 스토어,20.10.08.,일단 저는 기존 서피스 프로 6를 사용하던 유저입니다.이번 구매자는 외국인 인도 친구이구요. 저와 같이 작년에 서피스프로 구매를 고민하던 친구였습니다. 그러다가 올해 서피스 프로,"일단 저는 기존 서피스 프로 6를 사용하던 유저입니다.

이번 구매자는 외국인 인도 친구이구요. 저와 같이 작년에 서피스프로 구매를 고민하던 친구였습니다.

그러다가 올해 서피스 프로 7을 외국인 친구가 구매하게 되었고, 상당히 만족해합니다. 아무래도 인도에서는 삼성과 마이크로소프트를 제외하면 AS를 받기가 매우 어렵다고합니다. 그래서 마이크로 소프트를 고민을 많이 하고 있었구요.

아무래도 컴퓨터를 많이 사용하던 친구라서 더 친숙하고 눈에 익은 서피스프로 7을 구매한것 같습니다. 실제로 사용해보고는 생각보다 더 좋다고 말을 해주는데 역시 장점은 태블릿 모드와 PC모드를 간편하게 오고가는 것이 가장 좋다고 하고, 서피스 프로의 펜의 감도가 매우 좋다고 하는군요. 아무래도 공부를 오래 하는 친구이다보니 필기를 해야할 경우가 많은데 서피스프로 펜을 이용하여 사용하는 것을 보니 벌써 제가 흐뭇해지네요 ㅋㅋ..

또한 휴대하기도 좋고, 움직이며 아무곳에서나 사용할 수 있다보니 더 좋아하는 것 같네요. 잘 구매한 것같다고 매번 얘기한답니다. ㅎㅎ

또한 저도 실 사용자이다보니 강력하게 추천하게 되었는데요. 저는 1년간 써보다보니 후회한 부분이 하나도 없었습니다. 현 대학원생으로 수업들을때나 과제를 할 때 무거운 책이나 프린트 등을 들고 다닐 필요가 전혀 없어서 너무 좋고요. 기존 사용하던 화면이 매우 작은 노트북이나 탭 등으로는 커버할수 없었던 부분을 딱 적당한 화면으로 다 커버하게 되어서 매일 들고 다닐정도로 필수 아이템이 되었습니다. 아무래도 또한 서류 업무 작성 등을 많이 하게 되다보니 이젠 거의 생명과 같이 되어버렸는데요. 기존 사용하던 타사 탭도 좋았지만, 저에게는 인생아이템이 되어버렸네요.

결론적으로는 저와 인도 친구는 매우 만족한 다는 것이 결론이고, 앞으로도 시간이 지나 다시 구매를 하게되면 저희들을 만족시킬수 있는 제품이 나왔으면 좋겠습니다. 감사합니다. !!"
마이크로소프트 서피스 프로7 12.3형 VDV-00010 (i5 8GB 128GB 플래티넘),5,옥션,20.11.11.,그동안 고민했던 시간이 아까울 정도로 매우 만족스럽습니...,"그동안 고민했던 시간이 아까울 정도로 매우 만족스럽습니다. 제 니즈는 휴대성 좋은 태블릿+윈도우 사용 가능한 기기였는데 서피스 프로7이 딱이더라구요(아마 유일할 듯).
HP 스펙터랑 삼성 갤럭시북 플렉스랑 MS 서피스랑 계속 비교를 해봤는데 키보드 분리되는게 서피스를 선택하게 된 킬포인트였습니다. 가까이 가져가면 자석으로 철커덕 하면서 빨려들어가듯 결합되는 키보드와 충전기가 신세계입니다.
무거운 작업을 할게 아니라 사양은 이정도면 충분하고 부팅은 2초 걸립니다. 화질도 선명하고 터치 감도도 매우 훌륭합니다.
MS제품 처음 사봤는데 기기 마감도 깔끔하고 외관에서 고급스러움이 묻어나는 느낌입니다.
오랜만에 산 전자기기 덕분에 올해 쌓인 스트레스가 힐링되는 것 같습니다."
